"Locus Tag","Product","Pathway Name","Pathway Xref","Pathway Database","Version","ECO code","ECO term","PMID",""
"PA1272","cob(I)alamin adenosyltransferase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1273","cobyrinic acid a,c-diamide synthase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1275","cobalamin biosynthetic protein CobD","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1276","cobalamin biosynthetic protein CobC","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1276","cobalamin biosynthetic protein CobC","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1277","cobyric acid synthase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1278","cobinamide kinase","Porphyrin and chlorophyll metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA1278","cobinamide kinase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1278","cobinamide kinase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1279","nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1279","nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1280","hypothetical protein","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1281","cobalamin (5'-phosphate) synthase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1321","cytochrome o ubiquinol oxidase protein CyoE","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1321","cytochrome o ubiquinol oxidase protein CyoE","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1546","oxygen-independent coproporphyrinogen III oxidase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1778","uroporphyrin-III C-methyltransferase","Porphyrin and chlorophyll metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA1778","uroporphyrin-III C-methyltransferase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1778","uroporphyrin-III C-methyltransferase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA1790","hypothetical protein","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1794","glutaminyl-tRNA synthetase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1839","hypothetical protein","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1860","hypothetical protein","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA1923","hypothetical protein","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2611","siroheme synthase","Porphyrin and chlorophyll metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA2611","siroheme synthase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2611","siroheme synthase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2795","conserved hypothetical protein","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2903","precorrin-3 methylase CobJ","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2904","precorrin-2 methyltransferase CobI","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2905","precorrin isomerase CobH","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2906","probable oxidoreductase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2907","precorrin-6y-dependent methyltransferase CobL","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2908","cobalamin biosynthetic protein CbiD","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2909","hypothetical protein","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2942","probable magnesium chelatase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2944","cobalamin biosynthetic protein CobN","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2947","CobE","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA2948","precorrin-3 methylase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA2948","precorrin-3 methylase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3107","o-succinylhomoserine sulfhydrylase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3134","glutamyl-tRNA synthetase","Porphyrin and chlorophyll metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3134","glutamyl-tRNA synthetase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3134","glutamyl-tRNA synthetase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3208","conserved hypothetical protein","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3256","probable oxidoreductase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3397","FprA","Porphyrin and chlorophyll metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3531","bacterioferritin","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA3806","conserved hypothetical protein","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3977","glutamate-1-semialdehyde 2,1-aminomutase","Porphyrin and chlorophyll metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA3977","glutamate-1-semialdehyde 2,1-aminomutase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA3977","glutamate-1-semialdehyde 2,1-aminomutase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4007","gamma-glutamyl phosphate reductase","Porphyrin and chlorophyll metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4009","hypothetical protein","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4059","hypothetical protein","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4088","probable aminotransferase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4116","heme oxygenase, BphO","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4235","bacterial ferritin","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4399","conserved hypothetical protein","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4399","conserved hypothetical protein","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4528","type 4 prepilin peptidase PilD","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4655","ferrochelatase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4655","ferrochelatase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4664","S-adenosylmethionine-dependent methyltransferase, PrmC","Porphyrin and chlorophyll metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4666","glutamyl-tRNA reductase","Porphyrin and chlorophyll metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA4666","glutamyl-tRNA reductase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4666","glutamyl-tRNA reductase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA4720","tRNA (uracil-5-)-methyltransferase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4850","ribosomal protein L11 methyltransferase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4852","conserved hypothetical protein","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA4880","probable bacterioferritin","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5034","uroporphyrinogen decarboxylase","Porphyrin and chlorophyll metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5034","uroporphyrinogen decarboxylase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
"PA5034","uroporphyrinogen decarboxylase","Porphyrin and chlorophyll metabolism","pae00860","KEGG","81.0+/01-23, Jan 17","ECO:0000249","sequence similarity evidence used in automatic assertion","",""
"PA5243","delta-aminolevulinic acid dehydratase","Porphyrin and chlorophyll metabolism","","PseudoCAP","","ECO:0000037","not_recorded","",""
"PA5243","delta-aminolevulinic acid dehydratase","Porphyrin and chlorophyll metabolism","00860","KEGG (InterPro)","InterPro 5.8-49.0","ECO:0000259","match to InterPro signature evidence used in automatic assertion","",""
